NRIC,year,yearly_income,tax_paid,house_rebate,child_rebate,education_rebate
G5225357B,2016,85000,380,1500,400,2200
G4139854A,2016,71000,990,800,300,3700
G4932335X,2016,70000,930,1700,700,1100
G3755130J,2016,99000,840,1800,1250,2400
G4170367A,2016,89000,480,1800,50,2700
G2953215L,2016,79000,670,800,300,400
G5783607L,2016,90000,470,800,250,3800
G1488422A,2016,74000,910,700,400,3300
G599630L,2016,62000,410,2300,1100,800
G5691603K,2016,91000,790,1600,1250,3500
G5942972B,2016,99000,880,1200,550,4000
G4182862X,2016,81000,310,1800,1150,3900
G3606688K,2016,70000,870,1700,750,1600
G1418850L,2016,47000,580,700,750,4900
G3718271B,2016,95000,420,2500,1200,3500
G4008008B,2016,89000,660,1300,300,1000
G5624554X,2016,95000,390,400,1100,4200
G2509416L,2016,75000,310,1700,250,200
G2959362J,2016,66000,600,1400,450,3500
G4011038L,2016,100000,490,1500,1100,3500
G2353010L,2016,47000,440,100,1100,200
G4138864A,2016,78000,640,900,150,2700
G4888803K,2016,98000,680,500,1100,1500
G2818415K,2016,95000,650,2000,350,2000
G3428961A,2016,91000,580,1100,500,5000
G4092973X,2016,48000,410,700,1100,1600
G677576L,2016,71000,450,1400,850,4700
G4644910B,2016,58000,800,800,200,3100
G3717226L,2016,58000,330,1000,1200,3800
G5486427J,2016,49000,940,1100,1200,3400
G3373493K,2016,60000,430,2000,100,0
G2581075K,2016,66000,480,900,200,4700
G4506718A,2016,99000,960,1000,800,3300
G5324220J,2016,98000,610,500,800,2000
G3627167J,2016,55000,550,1300,400,4100
G5919875B,2016,84000,640,1400,0,4700
G3243958J,2016,72000,610,1300,300,4700
G4360297B,2016,69000,930,200,100,1200
G3392562L,2016,78000,930,2000,550,2200
G394204B,2016,98000,650,1200,850,3400
G959502L,2016,62000,650,1500,750,1800
G1107311L,2016,66000,720,1000,700,2600
G2075603K,2016,78000,980,400,850,3500
G1338067L,2016,73000,790,1300,550,400
G4925076L,2016,66000,1000,1700,300,2400
G3917486B,2016,77000,630,400,400,1900
G2477872L,2016,66000,990,1400,400,1500
G5116046A,2016,48000,460,2500,750,3500
G569784K,2016,75000,450,600,850,3000
G2170889K,2016,98000,780,500,800,2200
G4064492K,2016,52000,760,700,850,1900
G3907881L,2016,82000,330,2400,150,4000
G3175162K,2016,45000,430,800,500,3600
G1557925L,2016,64000,690,2200,1250,2000
G4728939K,2016,77000,660,1800,900,3800
G4039272L,2016,83000,530,2000,1000,2700
G1463556K,2016,74000,420,1300,1250,1800
G3965913A,2016,88000,550,2400,600,4900
G770700L,2016,61000,550,2100,1250,1200
G5706315X,2016,68000,750,500,1000,4200
G4120244X,2016,88000,780,300,550,4300
G2524731B,2016,71000,980,1700,1200,3000
G2884463A,2016,86000,620,1500,1250,2400
G4629053K,2016,91000,980,400,400,2800
G5801331J,2016,59000,750,1800,0,2600
G2833430J,2016,62000,720,2500,550,4500
G4532139B,2016,65000,890,1400,800,900
G4088301B,2016,69000,410,900,150,4200
G4630117J,2016,66000,560,1000,1250,3900
G5951871L,2016,79000,850,2500,1250,4200
G2527525L,2016,47000,450,1500,100,4000
G1250798K,2016,50000,920,100,250,4500
G2529722K,2016,97000,680,700,900,1300
G1730676L,2016,86000,460,2000,1100,3000
G5274012J,2016,92000,870,100,1150,3100
G3894494L,2016,85000,660,2100,450,500
G2231782L,2016,91000,570,800,1200,1500
G1429751L,2016,52000,380,1900,250,3800
G5958375K,2016,75000,780,2300,200,3700
G668212K,2016,78000,840,2100,600,800
G4666960K,2016,52000,580,1700,350,2800
G1314369X,2016,59000,590,2000,1050,3000
G3307392X,2016,78000,420,900,650,1000
G991095K,2016,98000,630,0,950,2600
G5457424J,2016,45000,810,100,800,3400
G1791330L,2016,70000,550,1500,850,3700
G1767094B,2016,86000,840,900,1000,1700
G2991241L,2016,76000,740,500,50,700
G1668813L,2016,98000,610,600,1150,1200
G2580242J,2016,55000,810,1900,350,500
G1000731L,2016,68000,310,1200,300,3100
G1535095L,2016,54000,980,1600,0,1100
G4533788L,2016,89000,710,0,0,3200
G2431868K,2016,62000,610,100,1050,1300
G4504479L,2016,50000,370,1100,100,2200
G550167J,2016,86000,440,1600,800,600
G4754853K,2016,50000,730,300,750,3500
G3050722J,2016,76000,870,2000,0,4900
G4809036L,2016,83000,880,2400,50,1400
G3071606A,2016,66000,700,300,600,4200
G5481258B,2016,75000,320,1700,650,3700
G4323811A,2016,52000,320,200,350,700
G2685592J,2016,82000,550,2500,850,400
G2076456J,2016,47000,550,1600,1100,4500
G2980006L,2016,46000,960,2300,300,0
G492375K,2016,69000,710,1300,500,2500
G4646731J,2016,84000,620,900,350,2900
G5511112K,2016,91000,940,1700,850,2200
G5034284X,2016,78000,890,400,800,2900
G4992407X,2016,84000,370,600,250,4300
G600126L,2016,63000,730,900,550,2700
G3550641K,2016,95000,860,2500,100,3300
G2213457K,2016,63000,720,2200,950,1700
G3988465B,2016,98000,850,700,1000,3400
G3270801K,2016,92000,870,0,1250,3100
G646770L,2016,49000,590,500,500,4600
G431464K,2016,55000,490,2300,1100,4300
G5758825J,2016,98000,540,2500,50,500
G390901K,2016,57000,450,1100,100,3600
G4512771B,2016,92000,900,1000,550,2400
G4505928J,2016,91000,340,2200,300,2200
G1285682J,2016,89000,470,1500,650,3500
G5127357K,2016,99000,500,200,0,4800
G5172116K,2016,97000,520,1300,250,3000
G3080424L,2016,69000,930,2200,300,4700
G5974877J,2016,75000,510,1400,550,1600
G792537L,2016,60000,480,800,0,300
G1604821B,2016,93000,700,1000,250,200
G1189676X,2016,90000,910,1200,50,2100
G3467832B,2016,78000,720,200,700,5000
G3136693K,2016,71000,490,300,850,2300
G2584072K,2016,80000,770,1000,300,1400
G5209122K,2016,46000,760,2300,1050,4000
G1156818A,2016,62000,790,800,50,2600
G855621K,2016,49000,1000,1800,550,1000
G292228X,2016,72000,670,100,700,1800
G5074679K,2016,73000,740,1900,750,2800
G5086226K,2016,49000,530,1600,1200,2600
G2384168J,2016,76000,550,1600,750,3000
G2699186L,2016,64000,600,800,900,4100
G3908702J,2016,76000,940,1300,450,2800
G5407633L,2016,93000,330,1900,150,2800
G5466522K,2016,57000,740,2300,450,200
G823174L,2016,48000,920,1100,800,4700
G1951567A,2016,61000,460,400,200,200
G5207619K,2016,62000,900,400,950,4800
G1902875L,2016,63000,800,700,700,4900
G2807940L,2016,50000,390,1900,650,2700
G3589876K,2016,68000,510,1900,250,2200
G3781141B,2016,78000,650,1400,50,2400
G1228584K,2016,71000,920,300,750,3000
G1982953K,2016,71000,880,200,900,600
G2721634L,2016,66000,490,1600,1000,4800
G2019800B,2016,98000,670,2300,850,3400
G1615723J,2016,52000,600,1100,1250,2200
G2714535L,2016,81000,850,1900,900,3200
G3221135L,2016,80000,420,1500,800,1000
G388320A,2016,90000,590,600,750,3300
G5437346K,2016,65000,360,900,600,3400
G5676537K,2016,69000,670,1900,150,2000
G4122084K,2016,87000,460,1600,1000,800
G3123246B,2016,46000,820,1500,900,600
G4838113L,2016,92000,780,700,100,4600
G1791734K,2016,69000,370,2400,100,1200
G595081K,2016,85000,580,2500,50,4700
G635859L,2016,70000,840,2300,400,4100
G3396338K,2016,69000,660,1300,950,4900
G2514485B,2016,88000,350,100,150,4200
G4162714J,2016,82000,380,300,200,1600
G3667008K,2016,62000,940,1300,0,5000
G443079X,2016,72000,640,1500,1150,500
G5267427K,2016,58000,730,600,500,900
G5441932A,2016,82000,610,1700,950,900
G5112374K,2016,69000,420,2300,350,4100
G3824086J,2016,71000,760,1500,850,4700
G2149960J,2016,60000,480,600,700,5000
G2687966B,2016,48000,770,900,700,3600
G2345826B,2016,99000,370,1400,600,3300
G1410827A,2016,69000,560,1700,400,2500
G1258218X,2016,73000,880,1200,800,4100
G5999230X,2016,71000,440,900,150,300
G1699344L,2016,73000,700,2000,550,2300
G4008388L,2016,80000,910,1400,150,5000
G4155170X,2016,64000,390,500,950,4700
G3542906L,2016,81000,520,400,550,1300
G974775K,2016,86000,370,600,1150,3600
G5994533K,2016,88000,730,300,0,2500
G3707589J,2016,82000,940,1600,200,3600
G2366919L,2016,69000,600,0,1150,1800
G610836A,2016,71000,470,1300,1000,1800
G3173501L,2016,96000,900,1400,1150,1600
G3221325L,2016,65000,320,2200,1100,1000
G4397789K,2016,63000,1000,1200,1250,1300
G5391515B,2016,99000,700,700,750,4400
G1803427K,2016,48000,370,1700,1050,1300
G301375B,2016,86000,320,1200,500,1700
G2120388X,2016,60000,340,900,650,3400
G3079870L,2016,89000,720,400,1150,3500
G4178145X,2016,57000,870,500,550,2000
G4096202L,2016,67000,300,2500,1000,2800
G2915590X,2016,94000,320,200,700,1600
G3774116K,2016,46000,690,0,1000,2800
G3948075L,2016,56000,700,1400,500,0
G5180160J,2016,50000,560,200,1000,5000
G1667320B,2016,81000,540,2000,50,1000
G3833377K,2016,87000,930,600,700,2000
G2169760A,2016,55000,480,800,250,1200
G2186080B,2016,99000,620,1900,350,1500
G5400290A,2016,86000,580,2000,200,2800
G1702381L,2016,57000,630,1900,250,4000
G1620786K,2016,73000,590,1400,1200,3800
G3526353B,2016,73000,830,2000,300,3700
G4023714J,2016,85000,680,100,1000,4400
G2077856J,2016,63000,520,1800,900,2700
G5035491K,2016,96000,410,1700,350,4400
G2882100X,2016,86000,860,2300,1000,4000
G4241443K,2016,77000,430,800,900,2500
G4624088K,2016,54000,790,2500,250,3300
G5238075L,2016,86000,870,1800,250,2900
G1527705K,2016,55000,980,400,1150,1400
G2234854X,2016,53000,320,2100,100,2100
G2326856J,2016,97000,430,1600,950,200
G2525183L,2016,97000,390,1000,0,1400
G1969478L,2016,61000,800,1100,400,4000
G1068533K,2016,99000,530,700,800,2800
G5412237A,2016,94000,370,2500,350,1000
G5694925A,2016,91000,780,700,1200,2400
G3934011J,2016,57000,590,1800,600,3200
G1976644K,2016,75000,950,0,650,800
G1607153L,2016,62000,570,1900,50,700
G3757758X,2016,89000,440,1600,150,600
G4621919B,2016,56000,300,2000,100,4000
G5302398L,2016,68000,890,500,50,700
G4328619L,2016,78000,520,2500,300,4100
G589916L,2016,48000,860,300,600,3000
G1634362J,2016,75000,800,800,50,2000
G2552414A,2016,87000,840,600,200,3400
G2648192K,2016,66000,690,1300,1200,400
G1921891L,2016,94000,1000,800,1000,1900
G2149102X,2016,61000,810,1800,700,1400
G5284860B,2016,60000,430,1600,1000,700
G3141701J,2016,51000,770,200,600,1500
G5018395L,2016,45000,950,1100,200,4900
G5181957K,2016,50000,980,1700,500,0
G448010B,2016,81000,460,1400,0,1800
G3162549X,2016,92000,780,800,0,4500
G1703075K,2016,100000,840,1700,150,2600
G3042532A,2016,58000,490,1000,550,2900
G4248506K,2016,69000,950,2100,150,2600
G4152527L,2016,59000,960,1900,700,1100
G1741032J,2016,49000,370,1600,500,3200
G328580L,2016,60000,530,1100,1200,1600
G3195430X,2016,54000,330,700,50,4700
G642943L,2016,66000,560,1100,950,1700
G5565222X,2016,91000,580,1000,900,1600
G3881805L,2016,56000,830,1800,750,4400
G4244364L,2016,79000,600,1100,150,4400
G3324390J,2016,53000,520,1300,0,300
G2645098L,2016,82000,710,600,400,2900
G1679066K,2016,72000,380,1700,1100,4200
G1694190L,2016,63000,600,1400,350,300
G5798203J,2016,92000,540,1500,450,3300
G4422011X,2016,71000,960,400,100,2000
G3166674X,2016,52000,460,800,300,3600
G1969156K,2016,57000,380,2200,950,3500
G2005981K,2016,81000,390,1500,900,1000
G4474954L,2016,64000,700,2200,100,2600
G2340883K,2016,50000,660,1200,500,2600
G2450628L,2016,82000,550,1900,150,3400
G3298217B,2016,100000,490,2100,300,1900
G2468678L,2016,97000,350,1300,50,2300
G3308106K,2016,65000,1000,1700,1100,4700
G1198837B,2016,94000,700,100,950,800
G4515198A,2016,45000,470,2300,0,1600
G1253238A,2016,70000,970,300,1200,800
G618116B,2016,80000,440,1200,1150,2900
G3953774K,2016,77000,780,400,150,3400
G2421012K,2016,73000,410,2300,0,600
G2851673L,2016,58000,810,600,900,2300
G2617865K,2016,83000,380,1200,200,1700
G3315478L,2016,95000,560,500,1000,2400
G708359X,2016,85000,550,1900,800,3200
G3565927X,2016,53000,990,1400,700,1700
G4552579A,2016,90000,580,600,550,1600
G5291679J,2016,63000,440,1500,1150,2700
G577003A,2016,49000,510,1000,1150,1800
G693637J,2016,70000,410,1900,0,2300
G2481033L,2016,92000,460,2500,150,3600
G3561359A,2016,69000,910,1200,1100,4600
G4467527K,2016,81000,350,1300,650,1300
G3060982K,2016,86000,780,100,0,1200
G2938254K,2016,50000,850,300,200,3200
G2767844J,2016,57000,580,1200,0,4100
G789587K,2016,83000,650,1800,1150,2000
G4716665X,2016,65000,350,700,250,500
G3107799A,2016,93000,800,2200,1200,200
G5146585K,2016,79000,850,2400,300,2300
G1720197K,2016,72000,470,500,600,2600
G367534K,2016,56000,680,100,500,1600
G804590X,2016,48000,700,2400,500,2300
G1322789J,2016,85000,730,400,50,3100
G5686721K,2016,88000,870,1100,0,1100
G3594450A,2016,81000,690,2100,850,4700
G4687848B,2016,59000,870,2100,1250,4100
G769536B,2016,55000,700,2000,800,0
G4771297L,2016,79000,680,900,1250,800
G4808622L,2016,95000,790,1600,1000,2500
G1398404L,2016,93000,540,600,1200,1400
G3894637L,2016,60000,560,1300,1000,900
G5776255J,2016,82000,830,1700,350,1600
G2917117X,2016,58000,980,1000,700,1400
G5627429K,2016,100000,440,2300,500,4000
G2957457A,2016,85000,470,2400,500,4900
G819090X,2016,65000,640,2300,150,3700
G4715010A,2016,60000,430,2300,250,4700
G1377286K,2016,54000,400,1100,700,2300
G4707788A,2016,57000,310,2100,650,2400
G2631533K,2016,99000,980,1800,50,1400
G685224A,2016,85000,340,2200,500,3000
G4414145A,2016,45000,600,1900,1100,3900
G3745599B,2016,56000,900,1700,100,100
G5905890L,2016,66000,540,700,1250,1300
G2349276A,2016,95000,460,2200,200,2900
G1628648K,2016,93000,670,2100,500,1100
G2065539L,2016,90000,810,200,650,4300
G3306227J,2016,46000,470,2300,950,2400
G4365017B,2016,49000,710,2000,350,800
G4980890L,2016,45000,600,0,700,4000
G1497703K,2016,52000,790,2200,100,3200
G3971900L,2016,67000,650,2400,650,2500
G672130A,2016,62000,840,2200,750,3000
G2911462L,2016,50000,630,2200,800,500
G2628332K,2016,95000,470,400,450,400
G2171711K,2016,50000,820,1100,550,1900
G1916452X,2016,55000,940,1200,1100,1800
G5580089L,2016,97000,530,700,400,4400
G241091B,2016,68000,420,1800,1100,3500
G5848479B,2016,55000,840,600,1200,4600
G447824L,2016,49000,450,700,700,2700
G2046787L,2016,48000,610,900,1200,1700
G2027204L,2016,71000,580,400,500,3600
G3152503K,2016,90000,450,1300,200,1400
G2859342X,2016,82000,980,1200,1200,3900
G1278136K,2016,90000,860,1900,600,1600
G5073348K,2016,56000,970,2100,350,3200
G5028947B,2016,52000,980,600,900,0
G524020B,2016,66000,930,500,0,1500
G5910787K,2016,96000,830,1700,900,3800
G2159737K,2016,70000,570,100,450,3500
G2506959J,2016,51000,560,400,400,4600
G2393542X,2016,97000,340,900,1200,1100
G5707344J,2016,88000,670,1900,700,3600
G4138799L,2016,97000,710,100,0,3100
G1282147A,2016,65000,610,1600,350,400
G4841494L,2016,95000,710,1800,1100,4200
G2698496J,2016,71000,540,1700,150,4600
G5270319K,2016,78000,850,900,850,1100
G2532549X,2016,51000,720,1500,550,1400
G1890668A,2016,88000,470,1400,800,3900
G3913333L,2016,61000,590,2300,300,300
G2581094L,2016,56000,400,500,200,300
G3781387L,2016,91000,620,800,450,500
G4321516K,2016,72000,640,100,1150,600
G4694703K,2016,50000,950,1900,250,3100
G712337A,2016,84000,600,2500,450,1500
G2783541B,2016,84000,880,500,900,1400
G792190X,2016,54000,900,400,450,800
G5686266L,2016,78000,890,200,450,3000
G1531345X,2016,89000,800,0,500,500
G5065252L,2016,91000,560,2500,700,2200
G4940500X,2016,53000,760,2200,550,3400
G1819711X,2016,73000,470,2200,600,3500
G2188084K,2016,97000,470,600,300,5000
G2966319L,2016,96000,520,1300,0,2100
G711046B,2016,59000,910,400,350,3500
G3647884B,2016,48000,610,1700,850,2800
G4427283K,2016,70000,390,1800,350,900
G2480820B,2016,82000,940,1800,400,4900
G1494655K,2016,78000,340,1600,150,3700
G599032L,2016,95000,390,1400,800,900
G3121635J,2016,85000,680,1500,650,3700
G3726192K,2016,84000,880,600,850,1800
G3915072X,2016,58000,700,900,200,2000
G5558557B,2016,64000,670,2100,1100,1700
G1649688X,2016,57000,550,700,1100,1500
G3351206K,2016,95000,540,2000,650,1000
G4037103X,2016,52000,770,0,700,1300
G2151358A,2016,96000,580,900,650,100
G888598L,2016,88000,710,1300,450,1000
G3940258K,2016,91000,710,1500,800,2600
G3836563A,2016,100000,930,200,700,0
G3364651A,2016,53000,360,200,950,2400
G3417936L,2016,51000,390,1400,600,3600
G258666A,2016,74000,740,1800,1150,4300
G890430K,2016,64000,590,2000,500,600
G371787K,2016,66000,640,1000,700,1700
G936436K,2016,67000,800,200,450,4600
G4052304J,2016,93000,690,1700,850,5000
G2473373A,2016,50000,750,500,900,4100
G5314790K,2016,82000,830,900,650,3400
G2636295K,2016,57000,580,2400,700,5000
G3329798K,2016,79000,460,2500,100,3200
G3194464K,2016,57000,410,2500,1050,700
G3819365J,2016,84000,510,1500,100,2700
G3095854J,2016,50000,480,200,950,1300
G5233253J,2016,76000,930,100,850,300
G3301660K,2016,65000,710,1100,750,3700
G4026973A,2016,56000,350,600,900,2200
G2450676A,2016,54000,570,2100,850,1100
G2526049X,2016,80000,960,1100,850,4500
G5929606K,2016,65000,700,1600,350,200
G896667B,2016,68000,510,1800,400,1100
G3774526K,2016,53000,740,1700,1200,1000
G2025201B,2016,61000,410,1300,1000,4600
G3381590B,2016,50000,970,1300,800,3000
G437042J,2016,75000,320,1000,900,1800
G2021439J,2016,68000,870,800,1050,1000
G1531971X,2016,80000,570,500,650,4200
G2423351B,2016,84000,460,0,1250,2000
G1646823L,2016,62000,690,2300,750,1000
G2928366B,2016,97000,480,1800,800,1600
G3610286B,2016,55000,770,900,600,4200
G2368679L,2016,68000,800,1200,100,3100
G5818481B,2016,64000,700,700,1250,300
G825791L,2016,95000,510,1500,200,2600
G352731L,2016,51000,920,2500,1150,1500
G4153634L,2016,80000,920,1700,800,1600
G5763152K,2016,98000,970,400,1050,1500
G1380239B,2016,52000,380,600,450,3000
G512987J,2016,55000,580,1300,300,3900
G4865564L,2016,71000,960,2200,450,700
G3438158L,2016,45000,410,1400,100,3900
G419804L,2016,87000,850,1600,300,2600
G5741180L,2016,80000,410,200,100,3200
G3909253B,2016,61000,470,1600,650,4300
G2493452J,2016,71000,720,0,1000,200
G702549A,2016,58000,770,1400,1150,2100
G2560303K,2016,96000,560,1600,1050,600
G5240327A,2016,47000,710,0,100,3000
G1518745J,2016,88000,490,2500,450,700
G252759K,2016,92000,790,2200,0,2200
G5762997X,2016,77000,950,800,1200,3000
G2017026L,2016,81000,470,400,900,2800
G5034204A,2016,59000,710,500,250,900
G4541004J,2016,92000,920,100,50,3300
G928598L,2016,82000,580,200,200,3600
G1978915J,2016,93000,570,2200,250,3200
G5255609X,2016,55000,610,1100,300,600
G5603172X,2016,78000,350,2400,800,4400
G4816692L,2016,70000,930,1000,700,500
G4324647L,2016,69000,700,400,550,100
G3996771A,2016,57000,870,600,1150,3800
G2845213J,2016,55000,720,1200,450,3400
G5847225L,2016,99000,940,900,600,4900
G3674026X,2016,87000,950,0,650,2500
G2799878L,2016,78000,350,1700,0,2100
G3195219B,2016,86000,520,100,50,2800
G2470794X,2016,46000,850,2000,400,4200
G621895L,2016,53000,430,1400,650,2300
G3637525L,2016,92000,640,500,450,4400
G3421142A,2016,78000,330,2200,100,300
G5176883A,2016,90000,840,2100,150,1100
G1956716K,2016,64000,330,1900,1000,2200
G843033K,2016,70000,500,2300,0,100
G2548825X,2016,80000,670,1700,350,0
G2230381L,2016,65000,770,600,300,3600
G811609L,2016,84000,710,600,350,2300
G5371294L,2016,68000,430,2000,850,4600
G2541770L,2016,89000,530,1600,50,3300
G3389885A,2016,59000,700,0,500,600
G5219239J,2016,45000,510,2100,1250,2400
G1472514K,2016,51000,500,2100,950,4800
G2107883B,2016,48000,620,900,50,1500
G409302B,2016,56000,440,1700,700,2700
G1376611X,2016,49000,340,500,1000,2600
G3415313K,2016,79000,350,1400,700,4600
G2971901X,2016,57000,720,200,300,2900
G2848655L,2016,75000,960,1600,100,4200
G3707413K,2016,59000,660,1700,350,2700
G3525692A,2016,99000,730,0,1200,2000
G2040650K,2016,86000,480,1100,450,4000
G3312192X,2016,96000,470,100,700,0
G3006416A,2016,53000,470,1400,450,3300
G5182208A,2016,76000,660,1800,450,2000
G5554650K,2016,82000,390,2100,250,400
G4536624X,2016,85000,590,2300,1200,1400
G5942649L,2016,68000,900,1100,900,2600
G2113050L,2016,98000,400,900,800,3000
G733949K,2016,52000,460,1200,400,4600
G5320974J,2016,85000,530,1800,550,900
G3645152J,2016,91000,580,1500,800,4300
G2302686X,2016,85000,560,600,600,900
G3241040L,2016,80000,440,2300,0,4100
G1308964L,2016,92000,860,2200,900,3200
G2893227J,2016,67000,510,200,700,4500
G2024149A,2016,70000,310,100,800,3700
G5268100J,2016,66000,790,1000,550,5000
G3188841A,2016,63000,870,2400,1150,3800
G3095573L,2016,61000,430,1700,450,4300
G1342662L,2016,54000,410,700,1100,800
G3880836B,2016,45000,390,1900,800,2000
G2661159L,2016,46000,740,0,400,3700
G3643954K,2016,94000,1000,1300,1150,3300
G5918624J,2016,54000,640,1700,700,3100
G4933930K,2016,47000,400,400,1200,4800
G1525803X,2016,56000,500,2000,900,4300
G2042547X,2016,93000,990,800,600,2500
G1819041X,2016,73000,930,2200,800,3900
G2926845L,2016,89000,960,1600,450,1000
G3661988L,2016,54000,610,400,950,4300
G2464647L,2016,49000,620,1200,1250,0
G2380503K,2016,58000,560,500,1050,2900
G2965476A,2016,87000,750,1500,50,3500
G2840986L,2016,73000,740,2100,500,1300
G4753157J,2016,94000,890,500,100,900
G5993808L,2016,71000,970,1300,250,3300
G2985892K,2016,61000,520,1700,500,2700
G3945203L,2016,49000,540,1400,850,800
G1478491X,2016,78000,380,2100,350,2600
G969404B,2016,49000,480,300,0,3700
G4473377L,2016,100000,530,900,250,4100
G5725698B,2016,72000,640,900,500,2700
G3891498B,2016,100000,930,900,1250,1500
G4656752X,2016,76000,750,2300,1000,400
G5093449L,2016,51000,370,1400,100,2500
